sample,event,trap,sample_number,date_begin,date_end,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],sample_1998_2000,trap_2008_2011
m1-19,Amazon2011,m1,19,25.09.2011,02.10.2011,GX.9118,GX.9516,GX.9168,,m1/19,Malaise1
m1-20,Amazon2011,m1,20,02.10.2011,09.10.2011,GX.9118,GX.9516,GX.9168,,m1/20,Malaise1
m1-21,Amazon2011,m1,21,09.10.2011,16.10.2011,GX.9118,GX.9516,GX.9168,,m1/21,Malaise1
m1-22,Amazon2011,m1,22,16.10.2011,23.10.2011,GX.9118,GX.9516,GX.9168,,m1/22,Malaise1
m1-23,Amazon2011,m1,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9168,,m1/23,Malaise1
m1-24,Amazon2011,m1,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9168,,m1/24,Malaise1
m1-25,Amazon2011,m1,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9168,,m1/25,Malaise1
m1-26,Amazon2011,m1,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9168,,m1/26,Malaise1
m1-27,Amazon2011,m1,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9168,,m1/27,Malaise1
m1-28,Amazon2011,m1,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9168,,m1/28,Malaise1
m1-29,Amazon2011,m1,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9168,,m1/29,Malaise1
m10-23,Amazon2011,m10,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9176,,m10/23,Malaise10
m10-24,Amazon2011,m10,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9176,,m10/24,Malaise10
m10-25,Amazon2011,m10,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9176,,m10/25,Malaise10
m10-26,Amazon2011,m10,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9176,,m10/26,Malaise10
m10-27,Amazon2011,m10,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9176,,m10/27,Malaise10
m10-28,Amazon2011,m10,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9176,,m10/28,Malaise10
m10-29,Amazon2011,m10,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9176,,m10/29,Malaise10
m11-23,Amazon2011,m11,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9177,,m11/23,Malaise11
m11-24,Amazon2011,m11,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9177,,m11/24,Malaise11
m11-25,Amazon2011,m11,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9177,,m11/25,Malaise11
m11-26,Amazon2011,m11,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9177,,m11/26,Malaise11
m11-27,Amazon2011,m11,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9177,,m11/27,Malaise11
m11-28,Amazon2011,m11,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9177,,m11/28,Malaise11
m11-29,Amazon2011,m11,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9177,,m11/29,Malaise11
m12-23,Amazon2011,m12,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9178,,m12/23,Malaise12
m12-24,Amazon2011,m12,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9178,,m12/24,Malaise12
m12-25,Amazon2011,m12,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9178,,m12/25,Malaise12
m12-26,Amazon2011,m12,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9178,,m12/26,Malaise12
m12-27,Amazon2011,m12,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9178,,m12/27,Malaise12
m12-28,Amazon2011,m12,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9178,,m12/28,Malaise12
m12-29,Amazon2011,m12,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9178,,m12/29,Malaise12
m13-23,Amazon2011,m13,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9179,,m13/23,Malaise13
m13-24,Amazon2011,m13,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9179,,m13/24,Malaise13
m13-25,Amazon2011,m13,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9179,,m13/25,Malaise13
m13-26,Amazon2011,m13,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9179,,m13/26,Malaise13
m13-27,Amazon2011,m13,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9179,,m13/27,Malaise13
m13-28,Amazon2011,m13,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9179,,m13/28,Malaise13
m13-29,Amazon2011,m13,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9179,,m13/29,Malaise13
m14-23,Amazon2011,m14,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9180,,m14/23,Malaise14
m14-24,Amazon2011,m14,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9180,,m14/24,Malaise14
m14-25,Amazon2011,m14,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9180,,m14/25,Malaise14
m14-26,Amazon2011,m14,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9180,,m14/26,Malaise14
m14-27,Amazon2011,m14,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9180,,m14/27,Malaise14
m14-28,Amazon2011,m14,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9180,,m14/28,Malaise14
m14-29,Amazon2011,m14,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9180,,m14/29,Malaise14
m2--5,Amazon2011,m2,-5,19.04.2011,27.04.2011,GX.9118,GX.9516,GX.9169,,m2/-5,Malaise2
m2--4,Amazon2011,m2,-4,27.04.2011,02.05.2011,GX.9118,GX.9516,GX.9169,,m2/-4,Malaise2
m2--3,Amazon2011,m2,-3,02.05.2011,08.05.2011,GX.9118,GX.9516,GX.9169,,m2/-3,Malaise2
m2--2,Amazon2011,m2,-2,08.05.2011,16.05.2011,GX.9118,GX.9516,GX.9169,,m2/-2,Malaise2
m2--1,Amazon2011,m2,-1,16.05.2011,23.05.2011,GX.9118,GX.9516,GX.9169,,m2/-1,Malaise2
m2-1,Amazon2011,m2,1,23.05.2011,29.05.2011,GX.9118,GX.9516,GX.9169,,m2/1,Malaise2
m2-2,Amazon2011,m2,2,29.05.2011,05.06.2011,GX.9118,GX.9516,GX.9169,,m2/2,Malaise2
m2-3,Amazon2011,m2,3,05.06.2011,12.06.2011,GX.9118,GX.9516,GX.9169,,m2/3,Malaise2
m2-4,Amazon2011,m2,4,12.06.2011,19.06.2011,GX.9118,GX.9516,GX.9169,,m2/4,Malaise2
m2-5,Amazon2011,m2,5,19.06.2011,26.06.2011,GX.9118,GX.9516,GX.9169,,m2/5,Malaise2
m2-6,Amazon2011,m2,6,26.06.2011,03.07.2011,GX.9118,GX.9516,GX.9169,,m2/6,Malaise2
m2-7,Amazon2011,m2,7,03.07.2011,10.07.2011,GX.9118,GX.9516,GX.9169,,m2/7,Malaise2
m2-8,Amazon2011,m2,8,10.07.2011,17.07.2011,GX.9118,GX.9516,GX.9169,,m2/8,Malaise2
m2-9,Amazon2011,m2,9,17.07.2011,24.07.2011,GX.9118,GX.9516,GX.9169,,m2/9,Malaise2
m2-10,Amazon2011,m2,10,24.07.2011,31.07.2011,GX.9118,GX.9516,GX.9169,,m2/10,Malaise2
m2-11,Amazon2011,m2,11,31.07.2011,07.08.2011,GX.9118,GX.9516,GX.9169,,m2/11,Malaise2
m2-12,Amazon2011,m2,12,07.08.2011,14.08.2011,GX.9118,GX.9516,GX.9169,,m2/12,Malaise2
m2-13,Amazon2011,m2,13,14.08.2011,21.08.2011,GX.9118,GX.9516,GX.9169,,m2/13,Malaise2
m2-14,Amazon2011,m2,14,21.08.2011,28.08.2011,GX.9118,GX.9516,GX.9169,,m2/14,Malaise2
m2-15,Amazon2011,m2,15,28.08.2011,04.09.2011,GX.9118,GX.9516,GX.9169,,m2/15,Malaise2
m2-16,Amazon2011,m2,16,04.09.2011,11.09.2011,GX.9118,GX.9516,GX.9169,,m2/16,Malaise2
m2-17,Amazon2011,m2,17,11.09.2011,18.09.2011,GX.9118,GX.9516,GX.9169,,m2/17,Malaise2
m2-18,Amazon2011,m2,18,18.09.2011,25.09.2011,GX.9118,GX.9516,GX.9169,,m2/18,Malaise2
m2-19,Amazon2011,m2,19,25.09.2011,02.10.2011,GX.9118,GX.9516,GX.9169,,m2/19,Malaise2
m2-20,Amazon2011,m2,20,02.10.2011,09.10.2011,GX.9118,GX.9516,GX.9169,,m2/20,Malaise2
m2-21,Amazon2011,m2,21,09.10.2011,16.10.2011,GX.9118,GX.9516,GX.9169,,m2/21,Malaise2
m2-22,Amazon2011,m2,22,16.10.2011,23.10.2011,GX.9118,GX.9516,GX.9169,,m2/22,Malaise2
m2-23,Amazon2011,m2,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9169,,m2/23,Malaise2
m2-24,Amazon2011,m2,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9169,,m2/24,Malaise2
m2-25,Amazon2011,m2,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9169,,m2/25,Malaise2
m2-26,Amazon2011,m2,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9169,,m2/26,Malaise2
m2-27,Amazon2011,m2,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9169,,m2/27,Malaise2
m2-28,Amazon2011,m2,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9169,,m2/28,Malaise2
m2-29,Amazon2011,m2,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9169,,m2/29,Malaise2
m3--5,Amazon2011,m3,-5,19.04.2011,27.04.2011,GX.9118,GX.9516,GX.9170,,m3/-5,Malaise3
m3--4,Amazon2011,m3,-4,27.04.2011,02.05.2011,GX.9118,GX.9516,GX.9170,,m3/-4,Malaise3
m3--3,Amazon2011,m3,-3,02.05.2011,08.05.2011,GX.9118,GX.9516,GX.9170,,m3/-3,Malaise3
m3--2,Amazon2011,m3,-2,08.05.2011,16.05.2011,GX.9118,GX.9516,GX.9170,,m3/-2,Malaise3
m3--1,Amazon2011,m3,-1,16.05.2011,23.05.2011,GX.9118,GX.9516,GX.9170,,m3/-1,Malaise3
m3-1,Amazon2011,m3,1,23.05.2011,29.05.2011,GX.9118,GX.9516,GX.9170,,m3/1,Malaise3
m3-2,Amazon2011,m3,2,29.05.2011,05.06.2011,GX.9118,GX.9516,GX.9170,,m3/2,Malaise3
m3-3,Amazon2011,m3,3,05.06.2011,12.06.2011,GX.9118,GX.9516,GX.9170,,m3/3,Malaise3
m3-4,Amazon2011,m3,4,12.06.2011,19.06.2011,GX.9118,GX.9516,GX.9170,,m3/4,Malaise3
m3-5,Amazon2011,m3,5,19.06.2011,26.06.2011,GX.9118,GX.9516,GX.9170,,m3/5,Malaise3
m3-6,Amazon2011,m3,6,26.06.2011,03.07.2011,GX.9118,GX.9516,GX.9170,,m3/6,Malaise3
m3-7,Amazon2011,m3,7,03.07.2011,10.07.2011,GX.9118,GX.9516,GX.9170,,m3/7,Malaise3
m3-8,Amazon2011,m3,8,10.07.2011,17.07.2011,GX.9118,GX.9516,GX.9170,,m3/8,Malaise3
m3-9,Amazon2011,m3,9,17.07.2011,24.07.2011,GX.9118,GX.9516,GX.9170,,m3/9,Malaise3
m3-10,Amazon2011,m3,10,24.07.2011,31.07.2011,GX.9118,GX.9516,GX.9170,,m3/10,Malaise3
m3-11,Amazon2011,m3,11,31.07.2011,07.08.2011,GX.9118,GX.9516,GX.9170,,m3/11,Malaise3
m3-12,Amazon2011,m3,12,07.08.2011,14.08.2011,GX.9118,GX.9516,GX.9170,,m3/12,Malaise3
m3-13,Amazon2011,m3,13,14.08.2011,21.08.2011,GX.9118,GX.9516,GX.9170,,m3/13,Malaise3
m3-14,Amazon2011,m3,14,21.08.2011,28.08.2011,GX.9118,GX.9516,GX.9170,,m3/14,Malaise3
m3-15,Amazon2011,m3,15,28.08.2011,04.09.2011,GX.9118,GX.9516,GX.9170,,m3/15,Malaise3
m3-16,Amazon2011,m3,16,04.09.2011,11.09.2011,GX.9118,GX.9516,GX.9170,,m3/16,Malaise3
m3-17,Amazon2011,m3,17,11.09.2011,18.09.2011,GX.9118,GX.9516,GX.9170,,m3/17,Malaise3
m3-18,Amazon2011,m3,18,18.09.2011,25.09.2011,GX.9118,GX.9516,GX.9170,,m3/18,Malaise3
m3-19,Amazon2011,m3,19,25.09.2011,02.10.2011,GX.9118,GX.9516,GX.9170,,m3/19,Malaise3
m3-20,Amazon2011,m3,20,02.10.2011,09.10.2011,GX.9118,GX.9516,GX.9170,,m3/20,Malaise3
m3-21,Amazon2011,m3,21,09.10.2011,16.10.2011,GX.9118,GX.9516,GX.9170,,m3/21,Malaise3
m3-22,Amazon2011,m3,22,16.10.2011,23.10.2011,GX.9118,GX.9516,GX.9170,,m3/22,Malaise3
m3-23,Amazon2011,m3,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9170,,m3/23,Malaise3
m3-24,Amazon2011,m3,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9170,,m3/24,Malaise3
m3-25,Amazon2011,m3,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9170,,m3/25,Malaise3
m3-26,Amazon2011,m3,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9170,,m3/26,Malaise3
m3-27,Amazon2011,m3,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9170,,m3/27,Malaise3
m3-28,Amazon2011,m3,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9170,,m3/28,Malaise3
m3-29,Amazon2011,m3,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9170,,m3/29,Malaise3
m4--2,Amazon2011,m4,-2,08.05.2011,16.05.2011,GX.9118,GX.9516,GX.9117,,m4/-2,Malaise4
m4--1,Amazon2011,m4,-1,16.05.2011,23.05.2011,GX.9118,GX.9516,GX.9117,,m4/-1,Malaise4
m4-1,Amazon2011,m4,1,23.05.2011,29.05.2011,GX.9118,GX.9516,GX.9117,,m4/1,Malaise4
m4-4,Amazon2011,m4,4,12.06.2011,19.06.2011,GX.9118,GX.9516,GX.9117,,m4/4,Malaise4
m4-5,Amazon2011,m4,5,19.06.2011,26.06.2011,GX.9118,GX.9516,GX.9117,,m4/5,Malaise4
m4-6,Amazon2011,m4,6,26.06.2011,03.07.2011,GX.9118,GX.9516,GX.9117,,m4/6,Malaise4
m4-7,Amazon2011,m4,7,03.07.2011,10.07.2011,GX.9118,GX.9516,GX.9117,,m4/7,Malaise4
m4-8,Amazon2011,m4,8,10.07.2011,17.07.2011,GX.9118,GX.9516,GX.9117,,m4/8,Malaise4
m4-9,Amazon2011,m4,9,17.07.2011,24.07.2011,GX.9118,GX.9516,GX.9117,,m4/9,Malaise4
m4-10,Amazon2011,m4,10,24.07.2011,31.07.2011,GX.9118,GX.9516,GX.9117,,m4/10,Malaise4
m4-11,Amazon2011,m4,11,31.07.2011,07.08.2011,GX.9118,GX.9516,GX.9117,,m4/11,Malaise4
m4-12,Amazon2011,m4,12,07.08.2011,14.08.2011,GX.9118,GX.9516,GX.9117,,m4/12,Malaise4
m4-13,Amazon2011,m4,13,14.08.2011,21.08.2011,GX.9118,GX.9516,GX.9117,,m4/13,Malaise4
m4-14,Amazon2011,m4,14,21.08.2011,28.08.2011,GX.9118,GX.9516,GX.9117,,m4/14,Malaise4
m4-15,Amazon2011,m4,15,28.08.2011,04.09.2011,GX.9118,GX.9516,GX.9117,,m4/15,Malaise4
m4-16,Amazon2011,m4,16,04.09.2011,11.09.2011,GX.9118,GX.9516,GX.9117,,m4/16,Malaise4
m4-17,Amazon2011,m4,17,11.09.2011,18.09.2011,GX.9118,GX.9516,GX.9117,,m4/17,Malaise4
m4-18,Amazon2011,m4,18,18.09.2011,25.09.2011,GX.9118,GX.9516,GX.9117,,m4/18,Malaise4
m4-19,Amazon2011,m4,19,25.09.2011,02.10.2011,GX.9118,GX.9516,GX.9117,,m4/19,Malaise4
m4-20,Amazon2011,m4,20,02.10.2011,09.10.2011,GX.9118,GX.9516,GX.9117,,m4/20,Malaise4
m4-21,Amazon2011,m4,21,09.10.2011,16.10.2011,GX.9118,GX.9516,GX.9117,,m4/21,Malaise4
m4-22,Amazon2011,m4,22,16.10.2011,23.10.2011,GX.9118,GX.9516,GX.9117,,m4/22,Malaise4
m4-23,Amazon2011,m4,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9117,,m4/23,Malaise4
m4-24,Amazon2011,m4,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9117,,m4/24,Malaise4
m4-25,Amazon2011,m4,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9117,,m4/25,Malaise4
m4-26,Amazon2011,m4,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9117,,m4/26,Malaise4
m4-27,Amazon2011,m4,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9117,,m4/27,Malaise4
m4-28,Amazon2011,m4,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9117,,m4/28,Malaise4
m4-29,Amazon2011,m4,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9117,,m4/29,Malaise4
m5--1,Amazon2011,m5,-1,13.05.2011,23.05.2011,GX.9118,GX.9516,GX.9171,,m5/-1,Malaise5
m5-1,Amazon2011,m5,1,23.05.2011,29.05.2011,GX.9118,GX.9516,GX.9171,,m5/1,Malaise5
m5-2,Amazon2011,m5,2,29.05.2011,05.06.2011,GX.9118,GX.9516,GX.9171,,m5/2,Malaise5
m5-3,Amazon2011,m5,3,05.06.2011,12.06.2011,GX.9118,GX.9516,GX.9171,,m5/3,Malaise5
m5-4,Amazon2011,m5,4,12.06.2011,19.06.2011,GX.9118,GX.9516,GX.9171,,m5/4,Malaise5
m5-6,Amazon2011,m5,6,26.06.2011,03.07.2011,GX.9118,GX.9516,GX.9171,,m5/6,Malaise5
m5-7,Amazon2011,m5,7,03.07.2011,10.07.2011,GX.9118,GX.9516,GX.9171,,m5/7,Malaise5
m5-8,Amazon2011,m5,8,10.07.2011,17.07.2011,GX.9118,GX.9516,GX.9171,,m5/8,Malaise5
m5-9,Amazon2011,m5,9,17.07.2011,24.07.2011,GX.9118,GX.9516,GX.9171,,m5/9,Malaise5
m5-10,Amazon2011,m5,10,24.07.2011,31.07.2011,GX.9118,GX.9516,GX.9171,,m5/10,Malaise5
m5-11,Amazon2011,m5,11,31.07.2011,07.08.2011,GX.9118,GX.9516,GX.9171,,m5/11,Malaise5
m5-12,Amazon2011,m5,12,07.08.2011,14.08.2011,GX.9118,GX.9516,GX.9171,,m5/12,Malaise5
m6-23,Amazon2011,m6,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9172,,m6/23,Malaise6
m6-24,Amazon2011,m6,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9172,,m6/24,Malaise6
m6-25,Amazon2011,m6,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9172,,m6/25,Malaise6
m6-26,Amazon2011,m6,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9172,,m6/26,Malaise6
m6-27,Amazon2011,m6,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9172,,m6/27,Malaise6
m6-28,Amazon2011,m6,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9172,,m6/28,Malaise6
m6-29,Amazon2011,m6,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9172,,m6/29,Malaise6
m7-23,Amazon2011,m7,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9173,,m7/23,Malaise7
m7-24,Amazon2011,m7,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9173,,m7/24,Malaise7
m7-25,Amazon2011,m7,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9173,,m7/25,Malaise7
m7-26,Amazon2011,m7,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9173,,m7/26,Malaise7
m7-27,Amazon2011,m7,27,20.11.2011,27.11.2011,GX.9118,GX.9516,GX.9173,,m7/27,Malaise7
m7-28,Amazon2011,m7,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9173,,m7/28,Malaise7
m7-29,Amazon2011,m7,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9173,,m7/29,Malaise7
m8-23,Amazon2011,m8,23,23.10.2011,30.10.2011,GX.9118,GX.9516,GX.9174,,m8/23,Malaise8
m8-24,Amazon2011,m8,24,30.10.2011,06.11.2011,GX.9118,GX.9516,GX.9174,,m8/24,Malaise8
m8-25,Amazon2011,m8,25,06.11.2011,13.11.2011,GX.9118,GX.9516,GX.9174,,m8/25,Malaise8
m8-26,Amazon2011,m8,26,13.11.2011,20.11.2011,GX.9118,GX.9516,GX.9174,,m8/26,Malaise8
m8-28,Amazon2011,m8,28,27.11.2011,04.12.2011,GX.9118,GX.9516,GX.9174,,m8/28,Malaise8
m8-29,Amazon2011,m8,29,04.12.2011,11.12.2011,GX.9118,GX.9516,GX.9174,,m8/29,Malaise8
skanssiLs1,Skanssi2024,L,1,15.06.2024,01.07.2024,,,,,L/1,L
skanssiLs2,Skanssi2024,L,2,06.08.2024,20.08.2024,,,,,L/2,L
skanssiLs3,Skanssi2024,L,3,21.08.2024,19.09.2024,,,,,L/3,L
skanssiLs4,Skanssi2024,L,4,20.09.2024,29.10.2024,,,,,L/4,L
skanssiM1s1,Skanssi2024,M1,1,23.05.2024,11.06.2024,,,,,M1/1,M1
skanssiM1s2,Skanssi2024,M1,2,11.06.2024,08.07.2024,,,,,M1/2,M1
skanssiM1s3,Skanssi2024,M1,3,08.07.2024,06.08.2024,,,,,M1/3,M1
skanssiM1s4,Skanssi2024,M1,4,06.08.2024,20.09.2024,,,,,M1/4,M1
skanssiM1s5,Skanssi2024,M1,5,20.09.2024,30.10.2024,,,,,M1/5,M1
skanssiM2s1,Skanssi2024,M2,1,23.05.2024,11.06.2024,,,,,M2/1,M2
skanssiM2s2,Skanssi2024,M2,2,11.06.2024,08.07.2024,,,,,M2/2,M2
skanssiM2s3,Skanssi2024,M2,3,08.07.2024,06.08.2024,,,,,M2/3,M2
skanssiM2s4,Skanssi2024,M2,4,06.08.2024,20.09.2024,,,,,M2/4,M2
skanssiM2s5,Skanssi2024,M2,5,20.09.2024,30.10.2024,,,,,M2/5,M2
skanssiM3s1,Skanssi2024,M3,1,23.05.2024,11.06.2024,,,,,M3/1,M3
skanssiM3s2,Skanssi2024,M3,2,11.06.2024,08.07.2024,,,,,M3/2,M3
skanssiM3s3,Skanssi2024,M3,3,08.07.2024,06.08.2024,,,,,M3/3,M3
skanssiM3s4,Skanssi2024,M3,4,06.08.2024,20.09.2024,,,,,M3/4,M3
skanssiM3s5,Skanssi2024,M3,5,20.09.2024,30.10.2024,,,,,M3/5,M3
CCT1-141022,Uganda2014,CCT1,141022,14.10.2014,22.10.2014,GX.1998,GX.1986,GX.1957,,CCT1/141022,CCT1
CCT1-141104,Uganda2014,CCT1,141104,22.10.2014,04.11.2014,GX.1998,GX.1986,GX.1957,,CCT1/141104,CCT1
CCT1-141118,Uganda2014,CCT1,141118,04.11.2014,18.11.2014,GX.1998,GX.1986,GX.1957,,CCT1/141118,CCT1
CCT1-141202,Uganda2014,CCT1,141202,18.11.2014,02.12.2014,GX.1998,GX.1986,GX.1957,,CCT1/141202,CCT1
CCT1-141215,Uganda2014,CCT1,141215,02.12.2014,15.12.2014,GX.1998,GX.1986,GX.1957,,CCT1/141215,CCT1
CCT1-141229,Uganda2014,CCT1,141229,15.12.2014,29.12.2014,GX.1998,GX.1986,GX.1957,,CCT1/141229,CCT1
CCT1-150113,Uganda2014,CCT1,150113,29.12.2014,13.01.2015,GX.1998,GX.1986,GX.1957,,CCT1/150113,CCT1
CCT1-150127,Uganda2014,CCT1,150127,13.01.2015,27.01.2015,GX.1998,GX.1986,GX.1957,,CCT1/150127,CCT1
CCT1-150210,Uganda2014,CCT1,150210,27.01.2015,10.02.2015,GX.1998,GX.1986,GX.1957,,CCT1/150210,CCT1
CCT1-150224,Uganda2014,CCT1,150224,10.02.2015,24.02.2015,GX.1998,GX.1986,GX.1957,,CCT1/150224,CCT1
CCT1-150310,Uganda2014,CCT1,150310,24.02.2015,10.03.2015,GX.1998,GX.1986,GX.1957,,CCT1/150310,CCT1
CCT1-150324,Uganda2014,CCT1,150324,10.03.2015,24.03.2015,GX.1998,GX.1986,GX.1957,,CCT1/150324,CCT1
CCT1-150407,Uganda2014,CCT1,150407,24.03.2015,07.04.2015,GX.1998,GX.1986,GX.1957,,CCT1/150407,CCT1
CCT1-150421,Uganda2014,CCT1,150421,07.04.2015,21.04.2015,GX.1998,GX.1986,GX.1957,,CCT1/150421,CCT1
CCT1-150505,Uganda2014,CCT1,150505,21.04.2015,05.05.2015,GX.1998,GX.1986,GX.1957,,CCT1/150505,CCT1
CCT1-150519,Uganda2014,CCT1,150519,05.05.2015,19.05.2015,GX.1998,GX.1986,GX.1957,,CCT1/150519,CCT1
CCT1-150602,Uganda2014,CCT1,150602,19.05.2015,02.06.2015,GX.1998,GX.1986,GX.1957,,CCT1/150602,CCT1
CCT1-150617,Uganda2014,CCT1,150617,02.06.2015,17.06.2015,GX.1998,GX.1986,GX.1957,,CCT1/150617,CCT1
CCT1-150630,Uganda2014,CCT1,150630,17.06.2015,30.06.2015,GX.1998,GX.1986,GX.1957,,CCT1/150630,CCT1
CCT1-150714,Uganda2014,CCT1,150714,30.06.2015,14.07.2015,GX.1998,GX.1986,GX.1957,,CCT1/150714,CCT1
CCT1-150728,Uganda2014,CCT1,150728,14.07.2015,28.07.2015,GX.1998,GX.1986,GX.1957,,CCT1/150728,CCT1
CCT1-150811,Uganda2014,CCT1,150811,28.07.2015,11.08.2015,GX.1998,GX.1986,GX.1957,,CCT1/150811,CCT1
CCT1-150825,Uganda2014,CCT1,150825,11.08.2015,25.08.2015,GX.1998,GX.1986,GX.1957,,CCT1/150825,CCT1
CCT1-150911,Uganda2014,CCT1,150911,25.08.2015,11.09.2015,GX.1998,GX.1986,GX.1957,GX.2010,CCT1/150911,CCT1
CCT2-141022,Uganda2014,CCT2,141022,14.10.2014,22.10.2014,GX.1998,GX.1986,GX.1958,,CCT2/141022,CCT2
CCT3-141022,Uganda2014,CCT3,141022,14.10.2014,22.10.2014,GX.1998,GX.1986,GX.1959,,CCT3/141022,CCT3
CCT3-141104,Uganda2014,CCT3,141104,22.10.2014,04.11.2014,GX.1998,GX.1986,GX.1959,,CCT3/141104,CCT3
CCT3-141118,Uganda2014,CCT3,141118,04.11.2014,18.11.2014,GX.1998,GX.1986,GX.1959,,CCT3/141118,CCT3
CCT3-141202,Uganda2014,CCT3,141202,18.11.2014,02.12.2014,GX.1998,GX.1986,GX.1959,,CCT3/141202,CCT3
CCT3-141215,Uganda2014,CCT3,141215,02.12.2014,15.12.2014,GX.1998,GX.1986,GX.1959,,CCT3/141215,CCT3
CCT3-141229,Uganda2014,CCT3,141229,15.12.2014,29.12.2014,GX.1998,GX.1986,GX.1959,,CCT3/141229,CCT3
CCT3-150113,Uganda2014,CCT3,150113,29.12.2014,13.01.2015,GX.1998,GX.1986,GX.1959,,CCT3/150113,CCT3
CCT3-150127,Uganda2014,CCT3,150127,13.01.2015,27.01.2015,GX.1998,GX.1986,GX.1959,,CCT3/150127,CCT3
